sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v2,metric_icl_E_rate_qwen25_completion_v2,metric_icl_C_qwen25_completion_v2,metric_icl_D_qwen25_completion_v2,metric_icl_D_rate_qwen25_completion_v2,metric_icl_E_qwen25_completion_v2_std,metric_icl_E_rate_qwen25_completion_v2_std,metric_icl_C_qwen25_completion_v2_std,metric_icl_D_qwen25_completion_v2_std,metric_icl_D_rate_qwen25_completion_v2_std
test.sa-sb.sa::00261,Larry was always late for work. He had been warned several times. One day there was a traffic accident and he couldn't make it in time. He called in but his boss told him he was fired.,1.0,content_diversity,"That's when Larry decided that he was going to go into business for himself, and wound up creating a mulimillion dollar company","Then Larry decided to start a business for himself, which failed miserably. His work history showed large gaps and it was hard to get employment","Larry wound up pulling over, and killing himself that day",Larry wound up selling all his posessions and travelling instead of dealing with working another job,"Larry decided to go to the zoo that day, before he went home and told his wife the bad news.",4.389,0.458,-0.066,0.910,-0.227,-0.882,-0.424,33.096875,0.466533,0.503454,16.662744,0.234878,87.125764,0.369714,0.000000,43.863788,0.186134
test.sa-sb.sa::00261,Larry was always late for work. He had been warned several times. One day there was a traffic accident and he couldn't make it in time. He called in but his boss told him he was fired.,0.0,content_diversity,That business today is the reason that we have mops.,Larry was later ousted from the company by the board because he could never meet deadlines.,Larry's wife took over the business shortly after he founded it. His wife is the reason the business is successful.,"Larry wound up selling the company shortly after founding it, before it was ever profitable.","Larry is now travelling the world, and occasionally gets a phone call regarding his business, but mostly just enjoys a life of passive income.",4.444,0.598,-0.049,0.931,-0.283,-0.833,-0.326,19.854375,0.273619,0.458093,9.095149,0.125343,113.422681,1.928557,0.000000,51.958131,0.883459
test.sa-sb.sa::00266,I went out for dinner the other night with some friends. We all met up at my favorite restaurant. I was happy to eat with all of them. Some friends showed up that I haven't seen in years.,1.0,content_diversity,We had a great evening catching up with each other's lives.,Some of my old friends really have changed their world views completely.,We were happy at dinner and our happiness spread throughout the restaurant.,We were finishing up desert after a really nice dinner when a fistfight breaks out between 2 of my old friends.,The evening was progressing along great until one of my old friends had one drink too many!,4.556,0.497,-0.056,0.905,-0.246,-0.746,-0.346,11.715937,0.168566,0.569130,6.667888,0.095936,102.889139,0.647981,0.000000,58.557261,0.368785
test.sa-sb.sa::00280,Rita fell out of the tree. She broke her arm in two places. The doctor put her arm in a cast. It is purple and looks really neat.,1.0,content_diversity,Her arm healed in record time and the cast was off in 5 weeks.,Her arm became infected and the cast had to be removed to treat her.,Rita's arm was painful and it was impossible for Rita to sleep.,Rita's cast made her so popular everyone in her class insisted on signing it.,Rita's purple cast dyed her skin purple and made her seem freakish.,4.611,0.393,-0.054,0.908,-0.289,-0.787,-0.269,9.508125,0.134394,0.521355,4.957109,0.070067,67.494633,0.868343,0.000000,35.188666,0.452715
test.sa-sb.sa::00283,"I am starting on my third marriage. I am very worried about how it will work out. Until now, I never felt love for the men I was married to. Now that I do love one, he is not very kind.",0.0,content_diversity,"I think it may be a problem with me, after so many failed marriages.",I'm beginning to think my divorces were all my fault.,"Could I be at fault, after so many failed relationships?",I have to think seriously about how much of my bad marriages were my fault.,"I never considered it, but I may have to take some of the blame for my divorces.",2.278,0.820,-0.066,0.893,-0.430,-0.873,-0.665,28.628750,0.550819,0.542767,15.538733,0.298966,43.904311,0.215304,0.000000,23.829799,0.116860
test.sa-sb.sa::00284,Sam loved trick or treating. He would walk everywhere getting candy. By the time he was done he had a huge bag full. Sam treasured the bag.,1.0,content_diversity,"He went home with all of his candies in his bag, feeling proud.",Sam gave his candies to the other kids who didn't get as much candies since he only cared for the fun of carrying his trick-or-treating bag.,Sam ate all of his candies so he suffered from toothache the following day.,Sam cried as he tripped and spilled his candies all over the street.,Sam left the bag by his bedside table near the window the following day so most of the candies melted in the bag.,4.667,0.333,-0.095,0.890,-0.332,-0.921,-0.423,5.411250,0.170677,0.515073,2.787187,0.087911,152.204933,0.461178,0.000000,78.396592,0.237540
test.sa-sb.sa::00286,"Jay was playing in a baseball game. He was standing on second base, ready to run. Jay ran and slid to the base. His arm got caught and he broke it.",0.0,content_diversity,Jay was sad because it was his senior year and he would have to miss the rest of his season.,"Because of the extent of the injury, Jay was unable to play baseball for the rest of the season.","Jay had to stay in a cast for 6 weeks, which sadly caused him to have to miss the rest of the baseball season.","The injury required that Jay wear a cast for several weeks, ending the baseball season early for him.",Jay cried when he found out that he would have to miss the rest of the season.,2.222,0.786,-0.175,0.763,-0.427,-0.917,-0.717,35.298438,0.306364,0.681595,24.059247,0.208816,65.568759,0.501057,0.000000,44.691355,0.341518
test.sa-sb.sa::00291,"Emily made a reservation for 5 at a brand new restaurant. Everyone met at the restaurant at 8:00. We ordered lots of wine and lots of food and everything was delicious. When we were finished, the chef came out and thanked us for coming.",1.0,content_diversity,The chef gave us coupons for the next time we come back.,We ended the night by going to Emily's house for a games.,We called a taxi for a ride home.,"My friend, Tom, realized that he had gone to high school with the chef.",We made plans to come back the following month.,4.611,0.809,-0.040,0.941,-0.257,-0.705,-0.241,15.224687,0.351709,0.578460,8.806867,0.203449,81.211597,0.903066,0.000000,46.977628,0.522387
test.sa-sb.sa::00310,Elroy was printing out papers for his presentation. Halfway through it his printer stopped working. It said it needed yellow ink even though the prints were in black. Elroy was really upset and threw the printer against the wall.,0.0,content_diversity,People thought this was scary behavior and his boss said he had to let him go.,This was just too much for his coworkers so management terminated his employment.,"Some in the office said he seemed crazed, he soon lost that job.",It was kind of shocking to folks so he was given the axe.,The scene caused fear and discomfort and resulted him being laid off.,2.389,0.698,-0.026,0.952,-0.331,-0.779,-0.584,38.797500,0.638791,0.418327,16.230039,0.267223,44.033904,1.022019,0.000000,18.420568,0.427538
test.sa-sb.sa::00327,Kate slept on a couch in a suite in Las Vegas. There weren't enough beds for everyone. Kate was always stiff after a night of sleeping on a couch. However today she only had a slightly stiff neck.,1.0,content_diversity,She was thankful for the extra pillows that she used.,She decided to skip yoga that morning.,She offered to take another night on the couch instead of trading.,She attributed the difference to the CBD she took the night before.,She was ready to sight see.,4.111,0.737,-0.055,0.931,-0.314,-0.716,-0.162,12.229687,-0.162205,0.548899,6.712868,-0.089034,46.358307,1.313558,0.000000,25.446045,0.721011
test.sa-sb.sa::00327,Kate slept on a couch in a suite in Las Vegas. There weren't enough beds for everyone. Kate was always stiff after a night of sleeping on a couch. However today she only had a slightly stiff neck.,0.0,content_diversity,She decided she didn't need to stretch.,She slept in a little later and didn't go to yoga.,"Since yoga wasn't neccessary, she slept in.",She was thankful to skip yoga and have some extra time to get ready.,She wouldn't need yoga to fix her stiffness.,2.278,0.671,-0.058,0.927,-0.315,-0.898,-0.497,28.897500,0.555564,0.471399,13.622259,0.261893,53.678953,0.667511,0.000000,25.304218,0.314664
test.sa-sb.sa::00330,A little baby boy named James was just starting to walk. He loved learning to walk so much that he would giggle as he stood. Sometimes James would even try to chase his mommy as he played. One time though James fell because he got too excited as he walked.,1.0,content_diversity,James learned a valuble lesson that day,James had to be rushed to a nearby hospital,The mommy vowed to keep james as safe as possible from now on,This was one of many misfortunes to befall james that day,James was upset for a while untill his mommy took him out for icecream,4.167,0.782,-0.031,0.944,-0.133,-0.812,-0.290,18.394375,0.396200,0.549772,10.112709,0.217820,63.078782,0.478691,0.000000,34.678935,0.263171
test.sa-sb.sa::00337,Ken loved his favorite comedy. He excitedly showed it to his girlfriend. She watched it all the way through without laughing. Ken nervously asked if she liked it.,0.0,content_diversity,Sadly she said she didn't care for it.,Ken's girlfriend thought it was the worst thing she'd ever seen.,His girlfriend uncomfortably told him she didn't like it.,Ken was disappointed when she said she wanted to watch something else.,"She said it wasn't funny, much to Ken's dismay.",2.778,1.003,-0.052,0.924,-0.350,-0.803,-0.535,1.403750,-0.095561,0.676798,0.950056,-0.064675,9.646034,0.757220,0.000000,6.528421,0.512485
test.sa-sb.sa::00339,"Corina enjoyed painting. She needed a new set of paintbrushes. Corina's birthday was coming up. For her birthday, her parents bought her a new set of brushes.",0.0,content_diversity,Corina used the brushes immediately to paint a beautiful picture,Corina painted a picture with them right away,Corina immediately painted a picture of her parents to thank them,Corina started painting a new picture with the brushes that same day,Corina put her present to use right away by painting a amazing painting,2.722,0.533,-0.090,0.882,-0.493,-0.968,-0.735,18.534063,0.352297,0.592300,10.977716,0.208666,74.566912,0.910903,0.000000,44.165946,0.539527
test.sa-sb.sa::00790,"When I tried to leave, my car wouldn't start. I had jumper cables with me in the car. I just needed someone's help to start the car. Before I knew it someone had stopped to help.",0.0,content_diversity,the car is jumped,the jump start was a success,my car is able to run again,it was a successful jumpstart,the car starts operating again,1.944,0.497,-0.053,0.913,-0.409,-0.772,-0.489,34.517812,1.327402,0.322260,11.123699,0.427768,18.679258,1.092690,0.000000,6.019572,0.352130
test.sa-sb.sa::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,1.0,content_diversity,we both like reading.,we both like this new book.,i decided to stop reading together with my daughter,we decided to join a book club,I figure it may be a good for my daughter to do a book report,4.056,0.550,-0.069,0.897,-0.384,-0.876,-0.400,7.582500,0.574996,0.465866,3.532428,0.267871,91.836259,0.683361,0.000000,42.783374,0.318354
test.sa-sb.sa::00812,"I got called to the office during class. I walked out and stopped at my locker. Just as I was trying to open my door, the teacher walked out. He said my name and my locker popped open and hit my knee.",1.0,content_diversity,It hurt so much and made me so nervous I almost wet my pants.,I bent over to grab my knee and I hit my head on the locker door.,When it hit my knee I lost my balance and rolled onto the floor.,My hurt knee felt better when the teacher said the principal had chosen me for an award.,I was so startled my books flew out of my hand and hit my teacher in the head.,4.500,0.577,-0.067,0.921,-0.274,-0.767,-0.369,8.996875,0.155847,0.591607,5.322617,0.092200,69.657535,0.604116,0.000000,41.209907,0.357399
test.sa-sb.sa::00813,One of the enemies was captured. He was tortured. He gave up some information. The information was put to good use.,0.0,content_diversity,They were able to win the war,Everyone was pleased with the win,The war ended with their winning,The war was finally won,So glad they won the war,1.833,0.333,-0.055,0.917,-0.394,-0.893,-0.704,16.376875,0.490645,0.510902,8.366985,0.250672,33.224688,1.312301,0.000000,16.974574,0.670458
test.sa-sb.sa::00814,Mike's dog had fleas. The dog lived in the house with Mike. Mike had bite marks on his legs. Mike realized he had gotten bitten by fleas.,0.0,content_diversity,he relocates the dog outside,he decides to move the dog outside,the dog was moved outside,the dog was relocated outside,he has to relocate the dog to the yard,1.444,0.437,-0.173,0.825,-0.614,-0.980,-0.713,35.653672,1.304121,0.388425,13.848777,0.506553,48.350832,1.105194,0.000000,18.780672,0.429285
test.sa-sb.sa::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,1.0,content_diversity,it was a food fight,it was a fun way to spend lunch,the teacher break up the fight,it was a mess,we wasted so much food,3.556,0.598,-0.087,0.879,-0.294,-0.653,-0.223,18.339141,0.901625,0.352853,6.471019,0.318141,39.842660,1.413157,0.000000,14.058597,0.498636
test.sa-sb.sa::00833,My grandmother said she was going to make bread for Christmas. We were confused as to how that was going to work. She showed up with a beautiful bread that looked like Santa. She explained to us how she made it.,1.0,content_diversity,I was so impressed that I asked my grandmother if we could make one together.,My grandmother said I should go with her to her baking class and I said I would.,My grandmother and I made some Santa bread so we could give them as gifts.,I made a Santa bread as my grandmother watched but it didn't end up looking like Santa.,"I was so excited about the Santa bread, I wouldn't let anyone eat any of it.",3.389,0.809,-0.071,0.903,-0.307,-0.877,-0.450,29.013750,0.353593,0.578657,16.789006,0.204609,39.388631,0.351780,0.000000,22.792503,0.203560
test.sa-sb.sa::00841,John was doing poorly in school. He was on academic probation. If he failed one more class he would get kicked out. Unfortunately John knew he was going to fail two.,0.0,content_diversity,He ended up failing algebra and history.,He was able to make up the classes in summer school.,John will be able to graduate on time with his class next year.,John failed two classes but had a chance to make them up.,Thankfully summer classes were offerred.,3.556,0.831,-0.032,0.945,-0.345,-0.813,-0.318,10.966563,-0.038385,0.558400,6.123728,-0.021434,49.017082,1.501857,0.000000,27.371137,0.838637
test.sa-sb.sa::00843,Ginger took her son to the park one day. When they got there they found a dog. They have been wanting a dog so finding the dog made them happy. But when they started petting the dog they noticed something alarming.,1.0,content_diversity,the dog was hurt.,the dog is a fake,the dog is a robot,this dog belongs to someone else,there is a wanted poster for this dog,4.000,0.816,-0.134,0.832,-0.396,-0.828,-0.344,14.753437,0.874554,0.334611,4.936664,0.292635,36.795235,1.387550,0.000000,12.312094,0.464290
test.sa-sb.sa::00844,"Tim was walking into the office. He noticed someone was behind him. He decided to hold the door open for them. They were too far away, though.",1.0,content_diversity,he decides to let them fend for themselves,he holds the door for a longtime,he regrets his decision,he waited,he strike up the conversation with this girl,4.056,0.724,-0.046,0.959,-0.214,-0.619,-0.173,-0.160937,0.630286,0.346473,-0.055761,0.218377,81.676662,1.278781,0.000000,28.298760,0.443063
test.sa-sb.sa::00848,"It was Hank's day off. He took a relaxing stroll to the beach. While there, he took pictures of the waves on the shore. He even got a photo of a passing boat.",0.0,content_diversity,he really like spending time at the beach,he loves his day at the beach,he likes spending time at the beach that day,he likes  his visit to the beach,his visit to the beach was a good one,1.944,0.437,-0.202,0.728,-0.540,-0.931,-0.915,32.455000,0.898544,0.468470,15.204201,0.420941,12.559239,0.498186,0.000000,5.883630,0.233385
test.sa-sb.sa::00850,"Gabe was sitting in his school cafeteria eating his lunch. Suddenly, a female student sat his table. She began to talk to him. Gabe was surprised that someone wanted to talk to him.",0.0,content_diversity,Talk lead to romance and they dated for the year,Eventually gabe asked her to the prom,They both soon found out that they were interested in each other,Gabe asked her on a date and she accepted,"One month later, they were boyfriend and girlfriend",2.929,0.495,-0.030,0.951,-0.202,-0.740,-0.506,16.626875,0.355705,0.532195,8.848738,0.189304,62.254777,1.330665,0.000000,33.131675,0.708173
test.sa-sb.sa::00862,Donald started running for president. He eventually gets elected to be president. On his very first days in office he makes many changes. One of the first changes he makes is building a huge wall.,1.0,content_diversity,But no one else wanted Donald to build the wall so he ran into opposition.,Donald wanted to build the wall because he didn't want people coming into the country.,Donald wants to name the wall after himself because he likes his name on everything.,Donald wants a wall to keep people out that are looking for a better life.,Donald says the wall is a beautiful thing but it looks as ugly as the Devil's heart.,4.214,0.700,-0.077,0.899,-0.308,-0.937,-0.497,-11.392500,-0.134375,0.615470,-7.011746,-0.082704,108.350746,1.275671,0.000000,66.686674,0.785138
test.sa-sb.sa::00864,Karl went to an Indian restaurant. It was his first time eating such food. He tried a few different things. Everything tasted good to him.,1.0,content_diversity,"Karl loved hot, spicy foods and so some of the Indian dishes were suited to his tastes.",Karl decided to try some hot curry and it was fantastic.,Karl decided to come back again and bring his parents with him.,Karl had no idea he would like the Indian cuisine as much as he did.,Karl was really happy he decided to try Indian food because it became one of his favorites.,4.000,0.577,-0.063,0.912,-0.290,-0.912,-0.542,5.941875,0.221014,0.592246,3.519052,0.130895,57.890750,0.526975,0.000000,34.285566,0.312099
test.sa-sb.sa::00868,Joe was really hungry. He wanted some breakfast food. Unfortunately it was past 11 AM. Then Joe remembered some fast food places still served breakfast.,0.0,content_diversity,he has brunch,he has lunch early,he replace breakfast with early lunch,he have an early meal for lunch,he ate lunch,2.167,0.667,-0.098,0.902,-0.471,-0.852,-0.702,39.549297,1.483232,0.253982,10.044817,0.376714,43.679463,0.701342,0.000000,11.093805,0.178128
test.sa-sb.sa::00873,Miles is feeling hungry one day. He decides to eat some carrots. Miles eats many carrots. Afterwards he drinks some water.,1.0,content_diversity,it was a healthy way to eat,he decide to make carrot juice,he feels pleased with how he stop his hunger,he is still hungry after,he decides to eat a full meal later,3.667,0.745,-0.041,0.948,-0.255,-0.769,-0.264,32.722188,0.909023,0.396294,12.967618,0.360241,48.820144,1.007123,0.000000,19.347148,0.399117
test.sa-sb.sa::00873,Miles is feeling hungry one day. He decides to eat some carrots. Miles eats many carrots. Afterwards he drinks some water.,0.0,content_diversity,it is very healthy,the meal was very healthy,carrot and water is healthy,carrot and water is good for one's health,it was a nutritious way to stop hunger,2.000,0.408,-0.078,0.868,-0.327,-0.742,-0.528,20.451016,0.867731,0.396636,8.111617,0.344174,63.782550,1.337170,0.000000,25.298481,0.530370
test.sa-sb.sa::00883,Sarah's dog Cora doesn't like to go out on the leash. She pulls or refuses to walk when Sarah puts her harness on. Sarah took Cora to an obedience school. She had to take her for five Saturdays in a row.,0.0,content_diversity,Sarah was really surprised how poorly she was handling Cora and learned to walk Cora correctly.,"Cora began loving to walk around but Sarah learned how to be a better trainer, herself.",Sarah trying to force Cora to walk was the worse thing she could do and now Cora is trained properly.,Sarah needed more training than Cora did according to the trainer.,Sarah felt bad about getting mad a Cora when she was the one causing the problem because Cora is fine now.,3.444,0.864,-0.078,0.911,-0.278,-0.949,-0.654,12.645000,0.217839,0.519796,6.572824,0.113232,78.680314,0.455527,0.000000,40.897736,0.236781
test.sa-sb.sa::00885,Kate and her friends were sharing a suite in Vegas. There were four girls. And only one bed. Kate didn't feel like fighting.,1.0,content_diversity,Kate just sat in the chair and snuggled in a blanket.,Kate decided to go gamble in the casino while the other girls slept then sleep during the day.,Kate was really sorry she made the trip because she had no idea there would be one bed.,Kate told the girls she would sleep in the tub with a blanket and pillow.,Kate decided to get another room for herself and let them fight over the bed.,4.389,0.567,-0.069,0.916,-0.289,-0.874,-0.447,23.176875,0.218134,0.555862,12.883140,0.121252,56.018407,0.424567,0.000000,31.138495,0.236000
test.sa-sb.sa::00885,Kate and her friends were sharing a suite in Vegas. There were four girls. And only one bed. Kate didn't feel like fighting.,0.0,content_diversity,"When Kate got another room, the other girls decided to ignore her for the rest of the trip.","Kate didn't care if she made the others mad by getting a room, she had had enough of the fighting.",Kate decided that it was worth splurging for her own room even though her friends were furious.,Kate talked to the clerk on duty and they had a perfect room for 1 and she took it.,"When she was leaving for her own room, the others told her she could party by herself, too.",2.500,0.745,-0.061,0.908,-0.268,-0.876,-0.503,32.530625,0.347433,0.485585,15.796374,0.168708,92.397021,1.188572,0.000000,44.866580,0.577153
test.sa-sb.sa::00889,Liz was out on a date. She was nervous at dinner. She only got a small amount of food. Even that she cold barely eat.,0.0,content_diversity,"She was so hungry after the date, she ate all the leftovers in her fridge.",She ordered a pizza on her way home.,Liz got home and ate the pizza her roommate had ordered.,"Even though the date went well, Liz was famished at the end of the night.","Fortunately, she had room for 8 slices of pizza when the date was over.",3.389,0.737,-0.051,0.930,-0.345,-0.851,-0.471,3.883437,0.204322,0.573479,2.227069,0.117174,77.010958,0.788565,0.000000,44.164145,0.452225
