sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v2,metric_icl_E_rate_qwen25_completion_v2,metric_icl_C_qwen25_completion_v2,metric_icl_D_qwen25_completion_v2,metric_icl_D_rate_qwen25_completion_v2,metric_icl_E_qwen25_completion_v2_std,metric_icl_E_rate_qwen25_completion_v2_std,metric_icl_C_qwen25_completion_v2_std,metric_icl_D_qwen25_completion_v2_std,metric_icl_D_rate_qwen25_completion_v2_std
test.sa-sb.sa::00396,Martin was an older man with a lot of life experience. He wanted to put it all in a book. So he decided to sit down and write one. He wrote a book about all the things that happened in his life.,0.0,content_diversity,Remembering all these things made him feel his life was worthwhile.,He felt energized after writing about his life.,He realized his life had been more interesting than he thought.,He was more appreciative of his life because he had great moments and memories.,His psychiatrist told him writing this book had helped him with his problems.,-0.061,0.929,-0.353,-0.845,-0.460,3.408750,0.141852,0.582651,1.986112,0.082650,72.232644,0.593210,0.000000,42.086424,0.345635
test.sa-sb.sa::00397,"I stole the assistant principal's walkie talkie. He looked for it for days. He knew someone took it, but didn't know who. He questioned a kid, and she told on me.",1.0,content_diversity,I got suspended from school.,"When he confronted me about it, I told the truth and returned his walkie talkie to him.","I thought I was friends with her, but realized that I wasn't.",I had a pretty good idea why I was called to the principal's office later that day.,The principal called my mom and dad and they grounded me for a month.,-0.037,0.951,-0.291,-0.710,-0.199,7.780000,0.091556,0.662837,5.156871,0.060687,85.258520,0.571186,0.000000,56.512489,0.378603
test.sa-sb.sa::00398,"Before led bike lights, I used battery powered lights. The batteries wore out too quickly. I drove forty five minutes in the dark. I tried a generator, but it never produced much light.",1.0,content_diversity,"Now that I have an LED bike light, I can ride my bike to work every day without worrying.",Now I can ride my bike any time I want.,Now I even ride my bike to go out at night.,"Since LED bike lights came out, I put them on both of my bikes.","Now, I buy LED bike lights for all of my friends for birthday presents.",-0.119,0.849,-0.380,-0.948,-0.501,16.147813,0.501320,0.555222,8.965620,0.278344,52.751096,0.786453,0.000000,29.288567,0.436656
test.sa-sb.sa::00399,One day at the beach a girl named Anna found a shell. It was a really rare shell that she had never seen before. Anna was so excited she rushed to show her friends. Sadly she dropped the shell as she was running and it shattered.,1.0,content_diversity,Anna cried at her loss of the rare shell.,Anna got angry at herself for being so clumsy.,Her friends tried to comfort her.,She started looking for a new shell to share.,Anna laughed at herself for dropping the shell.,-0.046,0.924,-0.333,-0.788,-0.379,14.685156,0.387412,0.626604,9.201783,0.242754,36.167955,0.805227,0.000000,22.662998,0.504559
test.sa-sb.sa::00399,One day at the beach a girl named Anna found a shell. It was a really rare shell that she had never seen before. Anna was so excited she rushed to show her friends. Sadly she dropped the shell as she was running and it shattered.,0.0,content_diversity,Her friends helped her look for another shell.,Her friends each hugged Anna.,Her friends talked with her about the shell.,Anna welcomed the friends trying to make her feel better.,Anna accepted the expressions of sympathy from her friends.,-0.076,0.919,-0.451,-0.878,-0.591,23.938750,0.616582,0.523974,12.543292,0.323073,29.886951,0.865936,0.000000,15.659997,0.453728
test.sa-sb.sa::00400,Craig took his son to a friend's pizza party. Craig's son ate a lot of pizza. Almost too much. He got sick and had to go home.,0.0,content_diversity,He blamed his son for making them leave the party.,He needed to apologize to his friend about going home early.,Craig felt sad about leaving.,He promised to make it up to his friend.,Craig was disappointed in how the party turned out for him.,-0.039,0.923,-0.408,-0.747,-0.399,15.411875,0.547989,0.575657,8.871951,0.315454,30.299728,0.512133,0.000000,17.442245,0.294813
test.sa-sb.sa::00401,Earl is a farmer. On his farm a big storm comes. The storm scares the sheep away. Earl tries to go after his sheep but can't catch them.,0.0,content_diversity,Earl's faithful dog is by his side and goes after the sheep.,"Earl's dog, Lucky, herds the sheep back home by barking at them.","The sheep hear the dog, whom they know, and follows his voice to safety.","Earl's dog is vicious and bites at the sheep, scaring them homeward.","Earl's sheep escape but are herded by the dog, because they love the dog.",-0.071,0.915,-0.388,-0.941,-0.662,21.495625,0.317930,0.512929,11.025721,0.163075,54.534772,0.540651,0.000000,27.972445,0.277315
test.sa-sb.sa::00402,Janet was trying to watch a movie. The scenes kept skipping and freezing. She took the disk out of the player. Janet noticed it was severely scratched.,1.0,content_diversity,She threw the disk in the garbage.,She tried cleaning the disk.,She decided to watch a different disk.,She looked closer at the scratches.,She called a friend to ask advice.,-0.064,0.924,-0.427,-0.742,-0.270,6.870156,0.185341,0.597783,4.106863,0.110794,21.514635,0.583539,0.000000,12.861084,0.348830
test.sa-sb.sa::00402,Janet was trying to watch a movie. The scenes kept skipping and freezing. She took the disk out of the player. Janet noticed it was severely scratched.,0.0,content_diversity,She chose a different movie to watch.,She made a different choice.,She looked through her collection for another movie.,She called a friend for advice on a different movie.,She enjoyed her other pick of movie.,-0.084,0.898,-0.433,-0.915,-0.410,8.722812,0.109562,0.503422,4.391256,0.055156,54.358211,1.629407,0.000000,27.365118,0.820279
test.sa-sb.sa::00403,Jane was walking home at night. She went by a dark alley. A stranger leaped out and grabbed her purse. Jane tried to fight back but couldn't.,1.0,content_diversity,The stranger got away with her purse and used her credit cards.,"Jane called the police and they quickly found the stranger, but he didn't have her purse.","Her purse was found the next day, but it was empty.",A neighbor heard the commotion and caught the stranger with her purse.,Jane was glad that nothing important was in her purse.,-0.071,0.906,-0.345,-0.911,-0.455,13.088750,0.163664,0.635471,8.317520,0.104004,25.658593,0.385047,0.000000,16.305290,0.244686
test.sa-sb.sa::00404,The fan hummed. A bee flew into the fan. The fan made a different noise. That scared the cat.,1.0,content_diversity,The cat ran under the chair.,The cat yelled loudly and swatted at the fan.,"The fan fell into the floor, scaring the cat.","The cat jumped in my lap, trembling.",The cat ran out of the room and out of the house.,-0.095,0.873,-0.506,-0.884,-0.477,6.819063,0.118732,0.599569,4.088497,0.071188,39.740601,1.001005,0.000000,23.827222,0.600171
test.sa-sb.sa::00405,"Jamie went to the shed to get his beach chairs. There were ants crawling all over the shed. He immediately left and went to the hardware store. There, he bought ant block, as well as ant bait.",0.0,content_diversity,Jamie was worried the ants would suffer so he watched to see what happened.,Jamie was bored so he stayed to watch the ants.,Jamie followed the worker ants back to the queens nest.,Jamie started to worry about the ants as he stood and watched.,The ants swarmed Jamie as he stood watching.,-0.098,0.886,-0.413,-0.964,-0.524,28.164687,0.464116,0.502451,14.151377,0.233196,49.670624,0.436819,0.000000,24.957058,0.219480
test.sa-sb.sa::00406,Tom had worked as a mailman his entire life. He had never missed a single day of work. He broke the record for twenty consecutive years. He was given a plaque and a raise.,1.0,content_diversity,He decided to retire.,Tom loved his job and wanted to work until he was forced to retire.,He hung the plaque on his office wall.,Tom felt very loved and appreciated.,He thought about his years on the job and his reward.,-0.044,0.920,-0.357,-0.760,-0.248,-1.725156,0.003426,0.632335,-1.090876,0.002166,55.387257,0.567750,0.000000,35.023286,0.359008
test.sa-sb.sa::00406,Tom had worked as a mailman his entire life. He had never missed a single day of work. He broke the record for twenty consecutive years. He was given a plaque and a raise.,0.0,content_diversity,Tom wanted to enjoy the rest of his life without working.,Tom dreamed of taking a cruise after retirement.,Tom was tired of working and just wanted to relax.,Tom thought he had enough money to retire.,He looked forward to sleeping in.,-0.040,0.948,-0.414,-0.808,-0.543,13.956875,0.147606,0.589022,8.220907,0.086943,18.667391,1.015379,0.000000,10.995505,0.598081
test.sa-sb.sa::00407,"Gary had practiced mixed martial arts his whole life. He finally got the chance to fight for a championship. His opponent was tough, but beatable. Gary trained and studied his opponent.",1.0,content_diversity,"Even with all his training, Gary lost to his opponent.",Gary won the event against the tougher opponent.,Gary noticed his opponent was weak on one move.,The opponent used illegal moves to win the event.,Gary chickened out at the last moment.,-0.049,0.929,-0.372,-0.893,-0.454,19.756562,0.339281,0.554082,10.946748,0.187989,26.739400,0.705346,0.000000,14.815809,0.390819
test.sa-sb.sa::00407,"Gary had practiced mixed martial arts his whole life. He finally got the chance to fight for a championship. His opponent was tough, but beatable. Gary trained and studied his opponent.",0.0,content_diversity,Gary lost confidence in himself.,He wondered why he even entered the event.,Gary felt scared and backed out.,He began sweating profusely and could not go on.,Gary thought he didn't have a chance to beat his opponent.,-0.016,0.974,-0.360,-0.732,-0.377,18.779375,0.638637,0.488797,9.179298,0.312163,32.730104,0.889847,0.000000,15.998369,0.434955
test.sa-sb.sa::00408,Jane needed extra money. She decided to walk dogs for extra cash. Her second day things got too intense. One of her walking dogs ran away.,1.0,content_diversity,She chased after the dog and caught it.,The dog ran into the street and died.,The dog ran away and went to the owner's house and waited for them.,Dogs who run are fugitives and the dog was arrested by animal control.,Jane began to cry and all the other dogs licked her face.,-0.068,0.929,-0.377,-0.846,-0.360,2.126250,-0.029626,0.576746,1.226307,-0.017087,106.432397,1.056246,0.000000,61.384503,0.609186
test.sa-sb.sa::00408,Jane needed extra money. She decided to walk dogs for extra cash. Her second day things got too intense. One of her walking dogs ran away.,0.0,content_diversity,The dog was slow and she caught up to it quickly.,The dog paused when she called it's name and she got it.,She ran quicker than lightning and caught the animal.,The dog regretted what it did and returned to her as she searched.,The dog was caught while she held a bone out for it while chasing it.,-0.077,0.904,-0.342,-0.880,-0.494,9.847500,0.259740,0.502013,4.943569,0.130393,62.379529,0.625473,0.000000,31.315311,0.313995
test.sa-sb.sa::00409,I went to the doctor the other day. I had to go see the doctor for a routine checkup. The wait to see the doctor was very long. When I saw the doctor I complained about the wait time.,1.0,content_diversity,The doctor apologized and said they were short staff that day.,I decided to find a new doctor.,The doctor suggested that I could see the nurse practitioner in the future for shorter waits.,"The doctor noticed that I had a small lump, so I was thankful I had waited.","When I left the office, I left a bad review on their website.",-0.050,0.922,-0.335,-0.805,-0.289,19.593906,0.221127,0.590548,11.571149,0.130586,100.065415,0.842017,0.000000,59.093464,0.497252
test.sa-sb.sa::00412,The Zimmy family normally bought a lot of gifts for Christmas. But last year they decided they wanted to do something different. They donated some money to charity as a gift to others. Then they decided to go on a vacation for themselves.,0.0,content_diversity,The children felt good that they helped others.,The true meaning of Christmas was evident to the children.,The children learned that sacrificing for the sake of others is the right thing to do.,The parents knew this would make a lifelong impression on their children.,The children learned the joy of giving.,-0.072,0.919,-0.450,-0.842,-0.426,37.444219,0.474203,0.570096,21.346803,0.270342,51.627774,0.265854,0.000000,29.432793,0.151562
test.sa-sb.sa::00413,I hate too much noise around me. The kids get up and start running around. The one with autism stims very loudly. I put earplugs in so I don't have to hear it.,0.0,content_diversity,Looking forward to my kids moving out.,I love our family but there comes a time for people to be out on their own.,These kids need a career and families of their own.,I hope and pray that my kids can find a way to make it on their own.,The house will be so quiet once the kids leave.,-0.048,0.926,-0.328,-0.780,-0.431,35.618750,0.517193,0.508600,18.115711,0.263045,54.992332,0.443706,0.000000,27.969122,0.225669
test.sa-sb.sa::00414,Jane had broken her first pair of glasses. And now she had to tell her mother. She was sure to be upset. After telling her mom Jane braced herself for the yelling.,1.0,content_diversity,Her mother surprised her by being understanding and offering to take her to get new ones.,Her mother grounded her and said she'd have to give up her allowance.,Her mother said Jane would have to get a part time job to pay for glasses.,"Her mother said, ""Wait until your Father hears about this"" and left.",Jane began crying and begged for forgiveness.,-0.058,0.917,-0.294,-0.741,-0.363,20.151250,0.168218,0.588052,11.849986,0.098921,45.016437,0.666780,0.000000,26.472013,0.392101
test.sa-sb.sa::00415,David is riding his bike. It begins to rain. David tries to get home. The rain causes him to fall from his bike.,1.0,content_diversity,He skinned his knee and started crying.,He got right up and rode home.,He fell and broke his leg.,He fell and the bike frame bent badly.,"He slipped, fell, and hopped into the path of a moving car.",-0.071,0.927,-0.337,-0.727,-0.337,-9.821250,0.076368,0.493478,-4.846573,0.037686,81.358298,1.045924,0.000000,40.148550,0.516141
test.sa-sb.sa::00416,Jake was always late for work. He had been warned about it several times. This morning his alarm didn't go off. Jake knew he was going to get fired.,0.0,content_diversity,His boss had warned him enough times about being late.,He packed his belongings and left his office for good.,Jake was embarrassed to be let go.,Jake wondered if he could find other employment.,He thought about the mistake he had made.,-0.012,0.972,-0.323,-0.683,-0.218,11.690625,0.336369,0.583875,6.825863,0.196397,21.784107,0.291707,0.000000,12.719194,0.170320
test.sa-sb.sa::00418,Ken hated airplanes. He was deathly afraid of flying. One day he had to fly to meet relatives. He took medicine to calm his nerves.,0.0,content_diversity,He missed out on meeting his relatives because the medicine didn't help at calming his fears.,He ended up missing the flight because his fear overpowered the medication.,"His relatives were disappointed because he couldn't make himself get on the plane, even with medication.",His fear was extreme and he wasn't able to make the trip because the medication didn't work for him.,Apparently he needed a stronger medication because he was still unable to make the trip.,-0.075,0.900,-0.445,-0.918,-0.729,33.082812,0.324731,0.598941,19.814656,0.194495,46.463914,0.366964,0.000000,27.829147,0.219790
test.sa-sb.sa::00420,Justin is with his friend Bill looking for clubs. Justin is tired from trying to find clubs. Bill keeps trying to find the hottest club in town. They eventually give up and waste their whole night on nothing.,1.0,content_diversity,Justin goes home and drinks himself to sleep,Justin and his friend go home to party,Justin is dissapointed and goes home to sleep,Bill doesnt want to hang out with justin anymore,Bill and justin decide to try again tomorrow,-0.073,0.910,-0.258,-0.871,-0.376,24.436250,0.543027,0.569928,13.926909,0.309486,18.681962,0.415644,0.000000,10.647378,0.236887
test.sa-sb.sa::00420,Justin is with his friend Bill looking for clubs. Justin is tired from trying to find clubs. Bill keeps trying to find the hottest club in town. They eventually give up and waste their whole night on nothing.,0.0,content_diversity,Bill and justin head home to party there instead,They both go home to drink and listen to music,Justin suggest to bill to pick up some beer and drink at home instead,"Instead of looking for any more clubs, they decide to party at home",They both give up the search and decide to turn their house into a club,-0.070,0.917,-0.273,-0.828,-0.540,26.686875,0.444577,0.548029,14.625184,0.243641,40.520166,0.623144,0.000000,22.206230,0.341501
test.sa-sb.sa::00421,"Abby recently learned of a reading challenge. In order to win the challenge, Abby had to read 25 books. In addition, Abby had to hand in a one page report on each book. Abby knew the challenge would be hard, but she could do it.",1.0,content_diversity,She decided to start by reading 30 pages a day.,She decided to read a new book each week.,She marked her calendar with a plan for finishing the books.,She worked really hard to read all of the books and won the challenge.,Abby won the challenge and accepted a gift card as her prize.,-0.063,0.903,-0.403,-0.828,-0.399,6.475313,0.120679,0.618892,4.007522,0.074687,55.943185,0.654488,0.000000,34.622818,0.405058
test.sa-sb.sa::00423,"Stormy was named after the weather. Her attitude definitely matched her name. She threw fits when she came to visit. Every time she didn't like something, down she went.",1.0,content_diversity,Stormy got a lot of spankings by her parents.,Her parents continued to pamper her despite her tantrums.,"Because of her behavior, she did not have a lot of friends.","As she grew older, she became violent.",Her grandparents refused to have her in their house to visit.,-0.042,0.923,-0.320,-0.691,-0.314,6.985000,0.211730,0.551747,3.853956,0.116821,43.448030,0.518691,0.000000,23.972338,0.286187
test.sa-sb.sa::00423,"Stormy was named after the weather. Her attitude definitely matched her name. She threw fits when she came to visit. Every time she didn't like something, down she went.",0.0,content_diversity,Stormy was very lonely without any friends.,She spent a lot of time alone in her room.,She wondered why she had no friends.,She continued with her naughty behavior and had no one to play with.,She spent a lot of time talking to herself as she had no one else.,-0.081,0.835,-0.413,-0.766,-0.484,15.357812,0.433974,0.530919,8.153749,0.230405,56.863608,0.403318,0.000000,30.189949,0.214129
test.sa-sb.sa::00424,Sam was in an accident. It left him unable to work. He wasn't able to pay his medical bills. Sam quickly went broke.,0.0,content_diversity,He tried to compensate by abusing alcohol.,His problems led him to drink heavily.,He was so depressed that he became a heavy drinker.,He found that the more he drank the more he could forget his problems.,His problems seemed to disappear when he drank.,-0.038,0.914,-0.481,-0.938,-0.534,13.159219,0.216344,0.553582,7.284710,0.119764,29.865183,0.590647,0.000000,16.532834,0.326972
test.sa-sb.sa::00426,Kate was watching TV. There was a news bulletin interrupting her show. Initially she was upset. Until she realized a bridge collapsed injuring hundreds of people.,1.0,content_diversity,She was relieved because she came that way over the bridge on her way home.,She was terrified because her son uses that bridge when travelling.,She didn't know if the bridge collapse would trap her on her island home.,She was afraid a terrorist had blown up the bridge.,"She found the story compelling, and was interested in what happened.",-0.069,0.913,-0.303,-0.790,-0.353,6.164375,0.104565,0.543810,3.352249,0.056864,50.628861,0.336174,0.000000,27.532481,0.182815
test.sa-sb.sa::00426,Kate was watching TV. There was a news bulletin interrupting her show. Initially she was upset. Until she realized a bridge collapsed injuring hundreds of people.,0.0,content_diversity,The bridge was one near her and she used it that day.,The bridge was damaged that day and she noticed that after driving over it earlier.,She had only ridden on the bridge 30 minutes ago.,The bridge is her usual route home and she had seen it that day.,She realized she narrowly escaped death when riding on the bridge earlier.,-0.087,0.875,-0.373,-0.935,-0.432,22.864375,0.458869,0.491431,11.236273,0.225503,32.359904,0.407048,0.000000,15.902675,0.200036
test.sa-sb.sa::00427,Frank wanted to go camping with friends. Nobody went with him. He decided to go by himself. Unfortunately he got lost getting to the campsite.,0.0,content_diversity,He had time to reflect on his life.,He smiled at the situation he was in.,He looked for new plants and animals while lost.,He thanked God he was healthy enough to survive.,He found several new plants he had never seen.,-0.047,0.938,-0.337,-0.707,-0.288,21.327812,0.474967,0.488762,10.424221,0.232146,23.996694,0.444030,0.000000,11.728669,0.217025
test.sa-sb.sa::00428,Erica has not been happy with her marriage. She and her boyfriend argue every night. She tells her kids she is going to move out. Her kids do not want her to leave.,0.0,content_diversity,Erica feels scared and stays.,She listens to her partner.,Her partner yells at Erica.,Erica is intimidated by her partner.,She doesn't know what to do next.,-0.037,0.941,-0.422,-0.773,-0.329,8.466094,0.323798,0.512866,4.341972,0.166065,28.555083,1.070371,0.000000,14.644932,0.548957
test.sa-sb.sa::00429,Jake loved working on cars. He got an old one to work on. He kept upgrading it. It cost him a lot of money.,1.0,content_diversity,Eventually he was able to sell the car at a substantial profit.,"Unfortunately, one day when he was out driving it, a car ran into him and totaled it.",He had to work extra hours at work to make enough money for the upgrades.,His friends were jealous because they didn't have the opportunity to do this.,He impressed the girls driving around town in it.,-0.029,0.951,-0.229,-0.689,-0.222,-0.784063,-0.216793,0.617252,-0.483964,-0.133816,51.846916,1.174271,0.000000,32.002616,0.724821
test.sa-sb.sa::00430,Jen was out for dinner with friends. When she got home she realized she didn't have her phone. Jen messaged a friend online. She got them to call the phone and find it.,1.0,content_diversity,"Unfortunately, her friend couldn't find it because it went straight to voicemail because it was dead.","When her friend called the phone it rang and rang, but no one answered.",When her friend called the phone someone at the restaurant answered and said they will hold it to be picked up.,Someone answered and said she had found it on the street.,"When her friend called it, Jen heard a phone ringing.",-0.106,0.845,-0.303,-0.892,-0.429,24.295000,0.168263,0.633475,15.390264,0.106590,83.664215,0.704892,0.000000,52.999151,0.446531
test.sa-sb.sa::00431,"Lia was nine and all her friends knew how to swim, but she didn't. She convinced her dad to give her lessons in their backyard pool. First he taught her the basic dog paddle. But soon he had her swimming backstrokes and diving.",1.0,content_diversity,Lia was so excited she decided to have a swim party for her birthday.,Lia joined the community swim team.,"Many years later, Lia became an Olympic swimmer.",Lia decided she wanted to teach people how to swim when she grew up.,Lia decided she wanted to learn to scuba dive next.,-0.068,0.890,-0.370,-0.938,-0.587,10.051563,0.206833,0.650267,6.536198,0.134497,29.338165,0.550212,0.000000,19.077636,0.357784
test.sa-sb.sa::00432,"Sam was heading a huge project at work. He often overlooked everyone and tried to do all the work on his own. Bill and Sonya talked to him, they told him he needed help on this. At first Sam objected, and they reminded him of teamwork.",1.0,content_diversity,Sam was humbled by their conversation that he apologized and invited them to do the project with him.,Sam got offended by their remark that he punched Bill and later on was suspended and taken off the project.,Sam decided to report to management for harassing him at work due to their lack of faith in his abilities.,Sam was embarrassed upon realizing that his colleagues think he was selfish and incompetent so he decided to resign.,Sam was touched by Bill and Sonya's concern but was firm that he can do it all on his own.,-0.076,0.906,-0.312,-0.880,-0.465,42.526875,0.340727,0.556746,23.676673,0.189698,59.949379,0.439195,0.000000,33.376585,0.244520
test.sa-sb.sa::00433,Kate and her friends were at a boring club in Las Vegas. They tried to enjoy themselves. But it was pointless. They finally admitted to each other they were having no fun at all.,1.0,content_diversity,Kate invited her friends to go to another club nearby.,Kate got frustrated over the boring party that she decided to go home after.,Kate posted about it on social media saying not to come to that club because it's boring.,Kate went over to the bartender and told him to tell the manager that they need to spice things up.,"Since they were already day, Kate and her friends decided to just stay throughout the night.",-0.071,0.924,-0.259,-0.879,-0.384,17.670312,0.217904,0.565536,9.993190,0.123233,96.619004,0.658571,0.000000,54.641480,0.372445
test.sa-sb.sa::00433,Kate and her friends were at a boring club in Las Vegas. They tried to enjoy themselves. But it was pointless. They finally admitted to each other they were having no fun at all.,0.0,content_diversity,"To save the night, Kate searched for a nearby club and told her friends to go there instead.",Kate saw that there was another club near there so they went there hoping it would be more fun.,Kate didn't want the night to be put to waste so she wanted to party at another club.,"Since the night is still young, Kate and her friends moved to a nearby club.","Knowing that Las Vegas has a lot of clubs, Kate and her friends looked for a new one.",-0.070,0.895,-0.386,-0.936,-0.708,35.674375,0.425965,0.586010,20.905538,0.249620,41.462954,0.343798,0.000000,24.297702,0.201469
test.sa-sb.sa::00434,I went to the park to paint a picture. I set up my easel and everything. But then it started to rain. All my paints were ruined.,1.0,content_diversity,I actually sat there and cried.,I tossed my ruined paints in the garbage.,I thought about the money wasted on those paints.,"I thought I should have brought an umbrella, just in case.",I laughed and thought about the other things I should be doing instead.,-0.068,0.912,-0.338,-0.705,-0.194,0.546563,0.116415,0.573938,0.313693,0.066815,43.203221,0.707581,0.000000,24.795975,0.406108
test.sa-sb.sa::00434,I went to the park to paint a picture. I set up my easel and everything. But then it started to rain. All my paints were ruined.,0.0,content_diversity,"Just my luck, but there were chores I needed to attend to anyway.",I had dinner to cook and a house to clean.,Maybe God was trying to tell me something?,Oh well. I have plenty of activities to do instead.,Better to laugh than regret and be sad.,-0.042,0.963,-0.130,-0.663,-0.172,1.718125,0.002467,0.463171,0.795785,0.001143,55.329885,1.020446,0.000000,25.627182,0.472641
test.sa-sb.sa::00435,Linus gave Shannon a flower. I saw him buy it from the flower seller. He asked her for the prettiest one. She gave him a purple one with yellow flecks.,1.0,content_diversity,Shannon got mad at Linus because she is allergic to flowers.,Shannon was touched over the gesture so she hugged Linus.,Shannon said she do not like purple but appreciates Linus' gift.,Shannon did not accept Linus' flower because she is already seeing someone else.,Linus discovered that he was scammed because the flower they sold him was not authentic.,-0.050,0.929,-0.322,-0.893,-0.412,5.580000,0.223256,0.555775,3.101223,0.124080,101.910468,0.931040,0.000000,56.639271,0.517449
test.sa-sb.sa::00438,Kate wanted to take out the garbage. But she wasn't excited about going out to the trash at night. She thought about leaving it until the morning. But she worried the food inside would rot and smell bad.,1.0,content_diversity,She took it out anyway and nothing out of the ordinary happened.,She left it until morning and the kitchen smelled awful.,She asked her husband to take it out and he complied with her request.,She ended up taking it out and scared a bunch of rats that were feasting on other garbage.,"She decided to take it out and the minute she stepped out of the door to dispose of it, a fierce dog attacked her.",-0.096,0.874,-0.358,-0.782,-0.267,6.542500,0.233548,0.589940,3.859680,0.137779,102.929021,0.665796,0.000000,60.721910,0.392779
test.sa-sb.sa::00439,Don never knew how to cook. He just recently started living on his own. He tried to cook dinner for the first time. He did better than he expected.,1.0,content_diversity,He decided to host a dinner party for his friends.,He decided to start trying some more difficult recipes.,Don decided to go to the grocery store to buy ingredients to make dinner for the rest of the week.,He brought leftovers to work the next day and his coworkers were very impressed.,Don decided to look up some more recipes on the internet.,-0.081,0.900,-0.379,-0.784,-0.412,24.905156,0.272599,0.657115,16.365543,0.179129,46.359897,0.476776,0.000000,30.463768,0.313296
test.sa-sb.sa::00440,Stanley decides he wants to have something to drink. He orders a lemonade to drink. It is cool and refreshing. When he finishes it he goes home.,1.0,content_diversity,"He liked the drink so much that he kept on buying one after the other, delaying him from going home.",He drank a lot and felt his stomach ache after he went home.,"Upon arriving home, Stanley wanted to recreate the lemonade he just drank.",Stanley liked the drink so he asked the manager if he can resell it.,Stanley enjoyed the drink so much that he bought more to share with his family.,-0.086,0.870,-0.346,-0.897,-0.424,35.325937,0.519191,0.543548,19.201346,0.282205,73.774733,0.951438,0.000000,40.100116,0.517152
test.sa-sb.sa::00441,He woke up very angry this morning. He went to the bathroom and started complaining. He came out and yelled at me about things. He sat down at his computer and worked.,0.0,content_diversity,What kind of an example is this to our children?,He has no right to act this way in front of the children.,No child should have to see their father acting like this.,I want to take the kids away so they don't have to see this behavior.,He needs to stop acting like this in front of our children.,-0.076,0.898,-0.326,-0.907,-0.501,41.205937,0.686021,0.548341,22.594901,0.376173,40.030619,0.527965,0.000000,21.950426,0.289505
test.sa-sb.sa::00442,Sam's dog had puppies. Sam tried to help with them. The dog was overly protective. It caused two puppies to die.,1.0,content_diversity,Sam had a funeral for the two puppies.,Sam buried the puppies in the backyard.,Sam's mom had the dog spayed so she wouldn't have any more puppies.,Sam's family sold the remaining puppies.,Sam's mom wouldn't let Sam go near the dog and her puppies.,-0.076,0.916,-0.440,-0.924,-0.573,7.886406,0.151944,0.605534,4.775485,0.092007,55.507945,0.721342,0.000000,33.611931,0.436797
test.sa-sb.sa::00443,My car was very old. It kept breaking down on me. I went to the dealer to look at new ones. It was a hard decision.,1.0,content_diversity,I didn't know whether to get my old car fixed or get a new one.,I finally decided to get a new car.,There were so many cars to choose from!,I had a big attachment to my old car and I knew I would miss it.,I knew my husband would be mad at me if I got a new car.,-0.084,0.883,-0.369,-0.917,-0.398,-4.277500,0.017522,0.685313,-2.931427,0.012008,63.731858,0.737593,0.000000,43.676275,0.505482
test.sa-sb.sa::00444,Larry had just bought a hot coffee. He couldn't wait to drink it until after he stopped driving. While drinking he had to slap on his brakes. This made the coffee go all over him.,1.0,content_diversity,He got a first degree burn from the coffee spill and that made him regret his actions.,Larry just laughed the incident off and noted how silly that it made him look like he peed on himself.,Larry's clothes were ruined so he wouldn't be able to go for his interview for his dream job.,Larry got so pissed off from the incident that he punched the dashboard of his car and hurt his hand.,Larry was so sad because that was his favorite coffee and it spilled on his favorite shoes.,-0.053,0.917,-0.268,-0.804,-0.432,21.740625,0.200615,0.570095,12.394232,0.114370,85.944835,0.750699,0.000000,48.996762,0.427970
test.sa-sb.sa::00444,Larry had just bought a hot coffee. He couldn't wait to drink it until after he stopped driving. While drinking he had to slap on his brakes. This made the coffee go all over him.,0.0,content_diversity,Larry missed his chance to get his dream job because he didn't have time to look presentable for the interview.,Larry was frustrated over the fact that he dirtied his clothes on his way to his job company.,"Due to his coffee-stained clothes, Larry didn't go through with his job interview because he looked like a mess.","Since Larry spilled coffee on himself, he didn't look presentable enough for his interview so he decided not to go.",Larry was sad to forego his opportunity for his dream job because of the incident due to his carelessness.,-0.111,0.879,-0.368,-0.903,-0.634,39.308750,0.350168,0.545337,21.436532,0.190959,71.098940,0.864576,0.000000,38.772912,0.471486
test.sa-sb.sa::00445,Ken was playing video games. His character kept being unresponsive. Ken said it was his controller. His friends didn't believe him.,1.0,content_diversity,Ken lost the game and his friends laughed.,Ken switched controllers and his character started responding.,His friends didn't let him change controllers so Ken stopped playing.,"Ken threw the controller down, breaking it.",Ken discovered he was pressing the wrong button.,-0.044,0.947,-0.363,-0.918,-0.348,11.751875,0.105859,0.628001,7.380193,0.066480,45.524829,0.623104,0.000000,28.589653,0.391310
test.sa-sb.sa::00445,Ken was playing video games. His character kept being unresponsive. Ken said it was his controller. His friends didn't believe him.,0.0,content_diversity,Ken was happy that his character responded after switching controllers.,His friends had to admit they were wrong when Ken switched controllers.,Ken grabbed another controller and was pleased when it started working.,Swapping out controllers made Ken's character respond.,Ken felt justified after switching controllers and then being able to play.,-0.042,0.937,-0.373,-0.965,-0.665,17.838750,0.293957,0.601115,10.723140,0.176702,36.917334,0.574286,0.000000,22.191563,0.345212
