sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.sa-sb.sa::00421,test.sa-sb.sa::00421,"Abby recently learned of a reading challenge. In order to win the challenge, Abby had to read 25 books. In addition, Abby had to hand in a one page report on each book. Abby knew the challenge would be hard, but she could do it.",1.0,content_diversity,She decided to start by reading 30 pages a day.,She decided to read a new book each week.,She marked her calendar with a plan for finishing the books.,She worked really hard to read all of the books and won the challenge.,Abby won the challenge and accepted a gift card as her prize.,3.500,1.035,-0.063,0.903,-0.403,-0.828,-0.399,10.725089,0.188121,0.612426,6.568323,0.115210,51.019331,0.655216,0.000000,31.245562,0.401271
test.sa-sb.sa::00439,test.sa-sb.sa::00439,Don never knew how to cook. He just recently started living on his own. He tried to cook dinner for the first time. He did better than he expected.,1.0,content_diversity,He decided to host a dinner party for his friends.,He decided to start trying some more difficult recipes.,Don decided to go to the grocery store to buy ingredients to make dinner for the rest of the week.,He brought leftovers to work the next day and his coworkers were very impressed.,Don decided to look up some more recipes on the internet.,4.000,0.829,-0.081,0.900,-0.379,-0.784,-0.412,13.938017,0.093850,0.679323,9.468412,0.063754,43.681855,0.436078,0.000000,29.674079,0.296238
test.sa-sb.sa::00441,test.sa-sb.sa::00441,He woke up very angry this morning. He went to the bathroom and started complaining. He came out and yelled at me about things. He sat down at his computer and worked.,0.0,content_diversity,What kind of an example is this to our children?,He has no right to act this way in front of the children.,No child should have to see their father acting like this.,I want to take the kids away so they don't have to see this behavior.,He needs to stop acting like this in front of our children.,2.500,0.782,-0.076,0.898,-0.326,-0.907,-0.501,34.660588,0.578484,0.569951,19.754852,0.329708,32.755920,0.428665,0.000000,18.669284,0.244319
test.sa-sb.sa::00448,test.sa-sb.sa::00448,"I've always hated math. It was something I never understood. In math class, I always failed miserably. One day I decided to hang out with friends that liked math.",0.0,content_diversity,One of the guys was really likeable.,We started hanging out at school and at home.,We became close like brothers.,It turned out we had a lot in common.,I had never had a best friend before this.,2.750,0.804,-0.013,0.963,-0.251,-0.696,-0.407,4.667645,0.223693,0.563740,2.631338,0.126105,35.496096,0.787142,0.000000,20.010569,0.443743
test.sa-sb.sa::00246,test.sa-sb.sa::00246,It was a really hot day and Jamie wanted something sweet. Seeing a cute ice cream shop nearby she decided to go in. While waiting she noticed two children who looked very sad. She soon realized they had no money.,1.0,content_diversity,Jamie wondered where the parents of the kids were,Jamie asked the kids if they wanted an ice cream,Jamie decided to buy ice cream for the kids,Jamie called the police as the kids were alone.,Jamie dropped a 10 dollar bill on the ground and pointed it out to the kids,4.056,0.643,-0.115,0.899,-0.349,-0.894,-0.409,2.989072,0.215497,0.658222,1.967472,0.141845,55.635029,0.812199,0.000000,36.620176,0.534607
test.sa-sb.sa::00248,test.sa-sb.sa::00248,Will was buying groceries. He got a cart full of things. After waiting in line he was finally checked out. When it came time to pay Will realized he forgot his wallet.,1.0,content_diversity,Will got embarrassed and returned everything in his cart to where it belonged since he cannot pay for it.,Will called his roommate and asked him if he can bring the wallet to him so he can pay for the groceries.,Will got annoyed and just left the cart full of things at some part at the grocery store.,"Will's good friend saw him having problem at the counter and helped pay him pay for the groceries, telling Will to pay him back once he got his wallet back.",Will ask the staff if he can leave the cart for a while as he will be paying for them after he got his wallet from his apartment.,4.167,0.745,-0.082,0.878,-0.274,-0.921,-0.496,16.171638,0.220650,0.582885,9.426211,0.128613,130.261712,0.655912,0.000000,75.927647,0.382321
test.sa-sb.sa::00253,test.sa-sb.sa::00253,"Every time I see fruit salad, it reminds me of camping. My cousin Louise always made fruit salad and pimento cheese. Everyone ate sandwiches and salad for lunch while we camped. We all loved her fruit salad and cheese.",1.0,content_diversity,I called my cousin Louise and ask her to make her famous fruit salad and cheese.,"Remembering our camping days, I craved fruit salad that I immediately get my keys and head out to buy a fruit salad.",I decided to look for a fruit salad and cheese recipe online so I can make one.,I became hungry because I kept thinking of fruit salad but I don't have the ingredients so I ordered pizza instead.,I decided to call my cousin and friends to plan for another camping trip.,4.167,0.707,-0.100,0.881,-0.286,-0.874,-0.436,46.743076,0.438825,0.553555,25.874856,0.242914,127.593115,0.765055,0.000000,70.629787,0.423500
test.sa-sb.sa::00254,test.sa-sb.sa::00254,Will had a lovely girlfriend. She had a wild younger sister. One night the little sister started flirting with Will. Will told her he was flattered but not interested.,1.0,content_diversity,Wills girlfriend and her sister got in a huge fight about her flirting.,The little sister got mad at Will and left the house.,Will thought twice about flirting back with the little sister.,The older sister thought about why her sister was behaving that way.,Will and his girlfriend left the room and sat watching TV.,4.222,0.533,-0.062,0.904,-0.355,-0.771,-0.389,4.045668,0.050062,0.595787,2.410356,0.029827,44.136558,0.629657,0.000000,26.295984,0.375141
test.sa-sb.sa::00260,test.sa-sb.sa::00260,Ron is having a cook out with the family. Ron is wearing his favorite shirt to impress everyone. While preparing his hot dog Ron spills some mustard on his shirt. Ron gets upset and rushes inside to clean his shirt.,0.0,content_diversity,Ron rips the shirt while trying to get the stain out,The shirt rips because Ron scrubbed it too hard,Ron puts a hole in the shirt,Ron was so rough cleaning the shirt that it ripped,The mustard was tough to come out and the shirt ripped,1.889,0.458,-0.078,0.911,-0.338,-0.940,-0.586,16.581355,0.533988,0.561002,9.302167,0.299568,30.413574,0.828727,0.000000,17.062064,0.464917
test.sa-sb.sa::00261,test.sa-sb.sa::00261__row165,Larry was always late for work. He had been warned several times. One day there was a traffic accident and he couldn't make it in time. He called in but his boss told him he was fired.,1.0,content_diversity,"That's when Larry decided that he was going to go into business for himself, and wound up creating a mulimillion dollar company","Then Larry decided to start a business for himself, which failed miserably. His work history showed large gaps and it was hard to get employment","Larry wound up pulling over, and killing himself that day",Larry wound up selling all his posessions and travelling instead of dealing with working another job,"Larry decided to go to the zoo that day, before he went home and told his wife the bad news.",4.389,0.458,-0.066,0.910,-0.227,-0.882,-0.424,24.936132,0.385116,0.536448,13.376944,0.206595,85.555146,0.481155,0.000000,45.895908,0.258115
test.sa-sb.sa::00261,test.sa-sb.sa::00261__row166,Larry was always late for work. He had been warned several times. One day there was a traffic accident and he couldn't make it in time. He called in but his boss told him he was fired.,0.0,content_diversity,That business today is the reason that we have mops.,Larry was later ousted from the company by the board because he could never meet deadlines.,Larry's wife took over the business shortly after he founded it. His wife is the reason the business is successful.,"Larry wound up selling the company shortly after founding it, before it was ever profitable.","Larry is now travelling the world, and occasionally gets a phone call regarding his business, but mostly just enjoys a life of passive income.",4.444,0.598,-0.049,0.931,-0.283,-0.833,-0.326,16.058085,0.244698,0.471046,7.564100,0.115264,111.406486,1.708757,0.000000,52.477602,0.804903
test.sa-sb.sa::00266,test.sa-sb.sa::00266,I went out for dinner the other night with some friends. We all met up at my favorite restaurant. I was happy to eat with all of them. Some friends showed up that I haven't seen in years.,1.0,content_diversity,We had a great evening catching up with each other's lives.,Some of my old friends really have changed their world views completely.,We were happy at dinner and our happiness spread throughout the restaurant.,We were finishing up desert after a really nice dinner when a fistfight breaks out between 2 of my old friends.,The evening was progressing along great until one of my old friends had one drink too many!,4.556,0.497,-0.056,0.905,-0.246,-0.746,-0.346,18.078769,0.223659,0.585763,10.589866,0.131011,103.385522,0.617856,0.000000,60.559366,0.361917
test.sa-sb.sa::00280,test.sa-sb.sa::00280,Rita fell out of the tree. She broke her arm in two places. The doctor put her arm in a cast. It is purple and looks really neat.,1.0,content_diversity,Her arm healed in record time and the cast was off in 5 weeks.,Her arm became infected and the cast had to be removed to treat her.,Rita's arm was painful and it was impossible for Rita to sleep.,Rita's cast made her so popular everyone in her class insisted on signing it.,Rita's purple cast dyed her skin purple and made her seem freakish.,4.611,0.393,-0.054,0.908,-0.289,-0.787,-0.269,9.498110,0.134990,0.536086,5.091806,0.072366,46.537009,0.638245,0.000000,24.947851,0.342154
test.sa-sb.sa::00283,test.sa-sb.sa::00283,"I am starting on my third marriage. I am very worried about how it will work out. Until now, I never felt love for the men I was married to. Now that I do love one, he is not very kind.",0.0,content_diversity,"I think it may be a problem with me, after so many failed marriages.",I'm beginning to think my divorces were all my fault.,"Could I be at fault, after so many failed relationships?",I have to think seriously about how much of my bad marriages were my fault.,"I never considered it, but I may have to take some of the blame for my divorces.",2.278,0.820,-0.066,0.893,-0.430,-0.873,-0.665,25.793951,0.499803,0.553276,14.271176,0.276529,43.620743,0.214230,0.000000,24.134314,0.118528
test.sa-sb.sa::00284,test.sa-sb.sa::00284,Sam loved trick or treating. He would walk everywhere getting candy. By the time he was done he had a huge bag full. Sam treasured the bag.,1.0,content_diversity,"He went home with all of his candies in his bag, feeling proud.",Sam gave his candies to the other kids who didn't get as much candies since he only cared for the fun of carrying his trick-or-treating bag.,Sam ate all of his candies so he suffered from toothache the following day.,Sam cried as he tripped and spilled his candies all over the street.,Sam left the bag by his bedside table near the window the following day so most of the candies melted in the bag.,4.667,0.333,-0.095,0.890,-0.332,-0.921,-0.423,-1.077048,0.105733,0.512530,-0.552019,0.054191,140.216551,0.636051,0.000000,71.865128,0.325995
test.sa-sb.sa::00286,test.sa-sb.sa::00286,"Jay was playing in a baseball game. He was standing on second base, ready to run. Jay ran and slid to the base. His arm got caught and he broke it.",0.0,content_diversity,Jay was sad because it was his senior year and he would have to miss the rest of his season.,"Because of the extent of the injury, Jay was unable to play baseball for the rest of the season.","Jay had to stay in a cast for 6 weeks, which sadly caused him to have to miss the rest of the baseball season.","The injury required that Jay wear a cast for several weeks, ending the baseball season early for him.",Jay cried when he found out that he would have to miss the rest of the season.,2.222,0.786,-0.175,0.763,-0.427,-0.917,-0.717,32.070338,0.269870,0.688385,22.076751,0.185775,55.622285,0.386123,0.000000,38.289568,0.265802
test.sa-sb.sa::00291,test.sa-sb.sa::00291,"Emily made a reservation for 5 at a brand new restaurant. Everyone met at the restaurant at 8:00. We ordered lots of wine and lots of food and everything was delicious. When we were finished, the chef came out and thanked us for coming.",1.0,content_diversity,The chef gave us coupons for the next time we come back.,We ended the night by going to Emily's house for a games.,We called a taxi for a ride home.,"My friend, Tom, realized that he had gone to high school with the chef.",We made plans to come back the following month.,4.611,0.809,-0.040,0.941,-0.257,-0.705,-0.241,11.676016,0.303640,0.584270,6.821943,0.177408,60.908283,0.763584,0.000000,35.586870,0.446139
test.sa-sb.sa::00310,test.sa-sb.sa::00310,Elroy was printing out papers for his presentation. Halfway through it his printer stopped working. It said it needed yellow ink even though the prints were in black. Elroy was really upset and threw the printer against the wall.,0.0,content_diversity,People thought this was scary behavior and his boss said he had to let him go.,This was just too much for his coworkers so management terminated his employment.,"Some in the office said he seemed crazed, he soon lost that job.",It was kind of shocking to folks so he was given the axe.,The scene caused fear and discomfort and resulted him being laid off.,2.389,0.698,-0.026,0.952,-0.331,-0.779,-0.584,31.811748,0.539887,0.444847,14.151364,0.240167,58.772490,1.172306,0.000000,26.144771,0.521497
test.sa-sb.sa::00327,test.sa-sb.sa::00327__row174,Kate slept on a couch in a suite in Las Vegas. There weren't enough beds for everyone. Kate was always stiff after a night of sleeping on a couch. However today she only had a slightly stiff neck.,1.0,content_diversity,She was thankful for the extra pillows that she used.,She decided to skip yoga that morning.,She offered to take another night on the couch instead of trading.,She attributed the difference to the CBD she took the night before.,She was ready to sight see.,4.111,0.737,-0.055,0.931,-0.314,-0.716,-0.162,8.424121,-0.237435,0.531821,4.480125,-0.126273,41.048509,1.349891,0.000000,21.830461,0.717901
test.sa-sb.sa::00327,test.sa-sb.sa::00327__row175,Kate slept on a couch in a suite in Las Vegas. There weren't enough beds for everyone. Kate was always stiff after a night of sleeping on a couch. However today she only had a slightly stiff neck.,0.0,content_diversity,She decided she didn't need to stretch.,She slept in a little later and didn't go to yoga.,"Since yoga wasn't neccessary, she slept in.",She was thankful to skip yoga and have some extra time to get ready.,She wouldn't need yoga to fix her stiffness.,2.278,0.671,-0.058,0.927,-0.315,-0.898,-0.497,17.998159,0.316324,0.486338,8.753190,0.153840,44.945401,0.579628,0.000000,21.858659,0.281895
test.sa-sb.sa::00330,test.sa-sb.sa::00330,A little baby boy named James was just starting to walk. He loved learning to walk so much that he would giggle as he stood. Sometimes James would even try to chase his mommy as he played. One time though James fell because he got too excited as he walked.,1.0,content_diversity,James learned a valuble lesson that day,James had to be rushed to a nearby hospital,The mommy vowed to keep james as safe as possible from now on,This was one of many misfortunes to befall james that day,James was upset for a while untill his mommy took him out for icecream,4.167,0.782,-0.031,0.944,-0.133,-0.812,-0.290,24.023824,0.510216,0.542884,13.042157,0.276988,61.066356,0.455753,0.000000,33.151966,0.247421
test.sa-sb.sa::00337,test.sa-sb.sa::00337,Ken loved his favorite comedy. He excitedly showed it to his girlfriend. She watched it all the way through without laughing. Ken nervously asked if she liked it.,0.0,content_diversity,Sadly she said she didn't care for it.,Ken's girlfriend thought it was the worst thing she'd ever seen.,His girlfriend uncomfortably told him she didn't like it.,Ken was disappointed when she said she wanted to watch something else.,"She said it wasn't funny, much to Ken's dismay.",2.778,1.003,-0.052,0.924,-0.350,-0.803,-0.535,2.331564,-0.074582,0.660419,1.539809,-0.049255,13.490591,0.819164,0.000000,8.909445,0.540992
test.sa-sb.sa::00339,test.sa-sb.sa::00339,"Corina enjoyed painting. She needed a new set of paintbrushes. Corina's birthday was coming up. For her birthday, her parents bought her a new set of brushes.",0.0,content_diversity,Corina used the brushes immediately to paint a beautiful picture,Corina painted a picture with them right away,Corina immediately painted a picture of her parents to thank them,Corina started painting a new picture with the brushes that same day,Corina put her present to use right away by painting a amazing painting,2.722,0.533,-0.090,0.882,-0.493,-0.968,-0.735,8.839925,0.187721,0.700813,6.195132,0.131558,74.798909,0.916737,0.000000,52.420026,0.642461
test.sa-sb.sa::00790,test.sa-sb.sa::00790,"When I tried to leave, my car wouldn't start. I had jumper cables with me in the car. I just needed someone's help to start the car. Before I knew it someone had stopped to help.",0.0,content_diversity,the car is jumped,the jump start was a success,my car is able to run again,it was a successful jumpstart,the car starts operating again,1.944,0.497,-0.053,0.913,-0.409,-0.772,-0.489,34.043502,1.294170,0.340415,11.588905,0.440554,17.921520,0.965663,0.000000,6.100747,0.328726
test.sa-sb.sa::00792,test.sa-sb.sa::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,1.0,content_diversity,we both like reading.,we both like this new book.,i decided to stop reading together with my daughter,we decided to join a book club,I figure it may be a good for my daughter to do a book report,4.056,0.550,-0.069,0.897,-0.384,-0.876,-0.400,9.157693,0.601626,0.446172,4.085910,0.268429,82.556380,0.627682,0.000000,36.834374,0.280054
test.sa-sb.sa::00812,test.sa-sb.sa::00812,"I got called to the office during class. I walked out and stopped at my locker. Just as I was trying to open my door, the teacher walked out. He said my name and my locker popped open and hit my knee.",1.0,content_diversity,It hurt so much and made me so nervous I almost wet my pants.,I bent over to grab my knee and I hit my head on the locker door.,When it hit my knee I lost my balance and rolled onto the floor.,My hurt knee felt better when the teacher said the principal had chosen me for an award.,I was so startled my books flew out of my hand and hit my teacher in the head.,4.500,0.577,-0.067,0.921,-0.274,-0.767,-0.369,12.766653,0.190593,0.604991,7.723707,0.115307,76.208405,0.691590,0.000000,46.105383,0.418406
test.sa-sb.sa::00813,test.sa-sb.sa::00813,One of the enemies was captured. He was tortured. He gave up some information. The information was put to good use.,0.0,content_diversity,They were able to win the war,Everyone was pleased with the win,The war ended with their winning,The war was finally won,So glad they won the war,1.833,0.333,-0.055,0.917,-0.394,-0.893,-0.704,18.622182,0.553574,0.510901,9.514092,0.282822,31.361772,1.230508,0.000000,16.022761,0.628668
test.sa-sb.sa::00814,test.sa-sb.sa::00814,Mike's dog had fleas. The dog lived in the house with Mike. Mike had bite marks on his legs. Mike realized he had gotten bitten by fleas.,0.0,content_diversity,he relocates the dog outside,he decides to move the dog outside,the dog was moved outside,the dog was relocated outside,he has to relocate the dog to the yard,1.444,0.437,-0.173,0.825,-0.614,-0.980,-0.713,32.243089,1.170244,0.431841,13.923891,0.505359,38.905476,0.867078,0.000000,16.800983,0.374440
test.sa-sb.sa::00816,test.sa-sb.sa::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,1.0,content_diversity,it was a food fight,it was a fun way to spend lunch,the teacher break up the fight,it was a mess,we wasted so much food,3.556,0.598,-0.087,0.879,-0.294,-0.653,-0.223,18.992544,0.905562,0.390018,7.407434,0.353185,34.662931,1.342936,0.000000,13.519166,0.523769
test.sa-sb.sa::00833,test.sa-sb.sa::00833,My grandmother said she was going to make bread for Christmas. We were confused as to how that was going to work. She showed up with a beautiful bread that looked like Santa. She explained to us how she made it.,1.0,content_diversity,I was so impressed that I asked my grandmother if we could make one together.,My grandmother said I should go with her to her baking class and I said I would.,My grandmother and I made some Santa bread so we could give them as gifts.,I made a Santa bread as my grandmother watched but it didn't end up looking like Santa.,"I was so excited about the Santa bread, I wouldn't let anyone eat any of it.",3.389,0.809,-0.071,0.903,-0.307,-0.877,-0.450,25.307643,0.299913,0.594115,15.035659,0.178183,37.000138,0.440007,0.000000,21.982351,0.261415
test.sa-sb.sa::00841,test.sa-sb.sa::00841,John was doing poorly in school. He was on academic probation. If he failed one more class he would get kicked out. Unfortunately John knew he was going to fail two.,0.0,content_diversity,He ended up failing algebra and history.,He was able to make up the classes in summer school.,John will be able to graduate on time with his class next year.,John failed two classes but had a chance to make them up.,Thankfully summer classes were offerred.,3.556,0.831,-0.032,0.945,-0.345,-0.813,-0.318,8.891362,-0.056742,0.567955,5.049896,-0.032227,45.454025,1.297169,0.000000,25.815852,0.736734
test.sa-sb.sa::00843,test.sa-sb.sa::00843,Ginger took her son to the park one day. When they got there they found a dog. They have been wanting a dog so finding the dog made them happy. But when they started petting the dog they noticed something alarming.,1.0,content_diversity,the dog was hurt.,the dog is a fake,the dog is a robot,this dog belongs to someone else,there is a wanted poster for this dog,4.000,0.816,-0.134,0.832,-0.396,-0.828,-0.344,16.960105,0.985996,0.371433,6.299547,0.366232,41.404359,1.196474,0.000000,15.378954,0.444410
test.sa-sb.sa::00844,test.sa-sb.sa::00844,"Tim was walking into the office. He noticed someone was behind him. He decided to hold the door open for them. They were too far away, though.",1.0,content_diversity,he decides to let them fend for themselves,he holds the door for a longtime,he regrets his decision,he waited,he strike up the conversation with this girl,4.056,0.724,-0.046,0.959,-0.214,-0.619,-0.173,5.175397,0.812680,0.324180,1.677762,0.263455,85.462060,1.486504,0.000000,27.705120,0.481895
test.sa-sb.sa::00848,test.sa-sb.sa::00848,"It was Hank's day off. He took a relaxing stroll to the beach. While there, he took pictures of the waves on the shore. He even got a photo of a passing boat.",0.0,content_diversity,he really like spending time at the beach,he loves his day at the beach,he likes spending time at the beach that day,he likes  his visit to the beach,his visit to the beach was a good one,1.944,0.437,-0.202,0.728,-0.540,-0.931,-0.915,36.696884,1.018319,0.440292,16.157352,0.448358,19.534444,0.684425,0.000000,8.600864,0.301347
test.sa-sb.sa::00850,test.sa-sb.sa::00850,"Gabe was sitting in his school cafeteria eating his lunch. Suddenly, a female student sat his table. She began to talk to him. Gabe was surprised that someone wanted to talk to him.",0.0,content_diversity,Talk lead to romance and they dated for the year,Eventually gabe asked her to the prom,They both soon found out that they were interested in each other,Gabe asked her on a date and she accepted,"One month later, they were boyfriend and girlfriend",2.929,0.495,-0.030,0.951,-0.202,-0.740,-0.506,8.805841,0.182964,0.581977,5.124793,0.106481,58.318491,1.279462,0.000000,33.939994,0.744617
test.sa-sb.sa::00862,test.sa-sb.sa::00862,Donald started running for president. He eventually gets elected to be president. On his very first days in office he makes many changes. One of the first changes he makes is building a huge wall.,1.0,content_diversity,But no one else wanted Donald to build the wall so he ran into opposition.,Donald wanted to build the wall because he didn't want people coming into the country.,Donald wants to name the wall after himself because he likes his name on everything.,Donald wants a wall to keep people out that are looking for a better life.,Donald says the wall is a beautiful thing but it looks as ugly as the Devil's heart.,4.214,0.700,-0.077,0.899,-0.308,-0.937,-0.497,-21.987301,-0.268050,0.623985,-13.719741,-0.167259,104.150837,1.245783,0.000000,64.988538,0.777350
test.sa-sb.sa::00864,test.sa-sb.sa::00864,Karl went to an Indian restaurant. It was his first time eating such food. He tried a few different things. Everything tasted good to him.,1.0,content_diversity,"Karl loved hot, spicy foods and so some of the Indian dishes were suited to his tastes.",Karl decided to try some hot curry and it was fantastic.,Karl decided to come back again and bring his parents with him.,Karl had no idea he would like the Indian cuisine as much as he did.,Karl was really happy he decided to try Indian food because it became one of his favorites.,4.000,0.577,-0.063,0.912,-0.290,-0.912,-0.542,6.008779,0.226086,0.611853,3.676489,0.138331,71.886234,0.676292,0.000000,43.983803,0.413791
test.sa-sb.sa::00868,test.sa-sb.sa::00868,Joe was really hungry. He wanted some breakfast food. Unfortunately it was past 11 AM. Then Joe remembered some fast food places still served breakfast.,0.0,content_diversity,he has brunch,he has lunch early,he replace breakfast with early lunch,he have an early meal for lunch,he ate lunch,2.167,0.667,-0.098,0.902,-0.471,-0.852,-0.702,42.378454,1.583009,0.237066,10.046488,0.375277,30.559552,0.836205,0.000000,7.244629,0.198236
test.sa-sb.sa::00873,test.sa-sb.sa::00873__row194,Miles is feeling hungry one day. He decides to eat some carrots. Miles eats many carrots. Afterwards he drinks some water.,1.0,content_diversity,it was a healthy way to eat,he decide to make carrot juice,he feels pleased with how he stop his hunger,he is still hungry after,he decides to eat a full meal later,3.667,0.745,-0.041,0.948,-0.255,-0.769,-0.264,29.294370,0.807831,0.425879,12.475869,0.344039,45.722667,0.810651,0.000000,19.472343,0.345240
test.sa-sb.sa::00873,test.sa-sb.sa::00873__row195,Miles is feeling hungry one day. He decides to eat some carrots. Miles eats many carrots. Afterwards he drinks some water.,0.0,content_diversity,it is very healthy,the meal was very healthy,carrot and water is healthy,carrot and water is good for one's health,it was a nutritious way to stop hunger,2.000,0.408,-0.078,0.868,-0.327,-0.742,-0.528,25.873704,0.996934,0.382238,9.889908,0.381066,51.238510,1.042574,0.000000,19.585297,0.398511
test.sa-sb.sa::00883,test.sa-sb.sa::00883,Sarah's dog Cora doesn't like to go out on the leash. She pulls or refuses to walk when Sarah puts her harness on. Sarah took Cora to an obedience school. She had to take her for five Saturdays in a row.,0.0,content_diversity,Sarah was really surprised how poorly she was handling Cora and learned to walk Cora correctly.,"Cora began loving to walk around but Sarah learned how to be a better trainer, herself.",Sarah trying to force Cora to walk was the worse thing she could do and now Cora is trained properly.,Sarah needed more training than Cora did according to the trainer.,Sarah felt bad about getting mad a Cora when she was the one causing the problem because Cora is fine now.,3.444,0.864,-0.078,0.911,-0.278,-0.949,-0.654,11.603569,0.196540,0.538150,6.244465,0.105768,92.716147,0.624063,0.000000,49.895226,0.335840
test.sa-sb.sa::00885,test.sa-sb.sa::00885__row197,Kate and her friends were sharing a suite in Vegas. There were four girls. And only one bed. Kate didn't feel like fighting.,1.0,content_diversity,Kate just sat in the chair and snuggled in a blanket.,Kate decided to go gamble in the casino while the other girls slept then sleep during the day.,Kate was really sorry she made the trip because she had no idea there would be one bed.,Kate told the girls she would sleep in the tub with a blanket and pillow.,Kate decided to get another room for herself and let them fight over the bed.,4.389,0.567,-0.069,0.916,-0.289,-0.874,-0.447,29.323476,0.297915,0.563294,16.517750,0.167814,57.948246,0.611406,0.000000,32.641923,0.344401
test.sa-sb.sa::00885,test.sa-sb.sa::00885__row198,Kate and her friends were sharing a suite in Vegas. There were four girls. And only one bed. Kate didn't feel like fighting.,0.0,content_diversity,"When Kate got another room, the other girls decided to ignore her for the rest of the trip.","Kate didn't care if she made the others mad by getting a room, she had had enough of the fighting.",Kate decided that it was worth splurging for her own room even though her friends were furious.,Kate talked to the clerk on duty and they had a perfect room for 1 and she took it.,"When she was leaving for her own room, the others told her she could party by herself, too.",2.500,0.745,-0.061,0.908,-0.268,-0.876,-0.503,21.474081,0.220139,0.514558,11.049652,0.113274,74.044600,0.976169,0.000000,38.100212,0.502295
test.sa-sb.sa::00889,test.sa-sb.sa::00889,Liz was out on a date. She was nervous at dinner. She only got a small amount of food. Even that she cold barely eat.,0.0,content_diversity,"She was so hungry after the date, she ate all the leftovers in her fridge.",She ordered a pizza on her way home.,Liz got home and ate the pizza her roommate had ordered.,"Even though the date went well, Liz was famished at the end of the night.","Fortunately, she had room for 8 slices of pizza when the date was over.",3.389,0.737,-0.051,0.930,-0.345,-0.851,-0.471,-4.085850,0.054252,0.582011,-2.378010,0.031575,72.945373,0.799270,0.000000,42.455008,0.465184
